1	Supported.
2	Supported.
3	Supported.
4	Supported.
5	Supported.
6	Refuted.
7	Supported.
8	Refuted.
9	Refuted.
10	Supported.
11	Refuted.
12	Refuted.
13	Supported.
14	Refuted
15	Refuted.
16	Refuted.
17	Supported.
18	Refuted.
19	Refuted.
20	Refuted.
21	Supported.
22	Supported.
23	Supported.
24	Supported.
25	Supported.
26	Supported.
27	Supported.
28	Refuted.
29	Supported.
30	Refuted.
31	Supported.
32	Supported.
33	Supported.
34	Supported.
35	Supported.
36	Refuted.
37	Supported.
38	Supported.
39	Refuted.
40	Supported.
41	Supported
42	Supported.
43	Supported.
44	Supported.
45	Supported.
46	Refuted
47	Refuted.
48	Supported
49	Supported.
50	Supported.
51	Supported.
52	Supported.
53	Supported.
54	Supported.
55	Refuted.
56	Supported.
57	Supported.
58	Supported.
59	Supported.
60	Supported.
61	Supported.
62	Supported.
63	Supported.
64	Refuted.
65	Supported.
66	Supported.
67	Supported.
68	Supported.
69	Supported.
70	Supported.
71	Supported.
72	Supported.
73	supported
74	Supported.
75	Refuted.
76	Supported.
77	Refuted.
78	supported
79	Supported.
80	Supported.
81	Supported.
82	Supported.
83	Supported.
84	Refuted.
85	Supported.
86	Refuted.
87	Supported.
88	Refuted
89	Supported.
90	Supported.
91	Supported.
92	Supported.
93	Supported.
94	Supported.
95	Refuted.
96	Supported.
97	Refuted
98	Refuted.
99	Refuted.
100	Refuted.
101	Refuted.
102	Supported.
103	Supported.
104	Refuted.
105	Refuted.
106	Supported.
107	Supported.
108	Refuted.
109	Refuted.
110	Supported.
111	Refuted.
112	Refuted.
113	Supported.
114	Supported.
115	Refuted.
116	Supported.
117	Supported.
118	Supported.
119	Supported.
120	Supported.
121	Supported.
122	Supported.
123	Supported
124	Supported.
125	Supported.
126	Supported.
127	Supported.
128	Supported.
129	Refuted.
130	Supported.
131	Refuted.
132	Supported.
133	Supported.
134	refuted
135	Supported.
136	Refuted.
137	Refuted.
138	Refuted.
139	Supported.
140	Refuted.
141	Supported.
142	Refuted.
143	Refuted.
144	Refuted.
145	refuted
146	Refuted.
147	Supported.
148	Supported.
149	Supported.
150	Supported.
151	Supported.
152	Refuted.
153	Supported.
154	Supported.
155	Refuted
156	Refuted.
157	Refuted.
158	Supported.
159	Supported.
160	Supported.
161	Supported.
162	Supported.
163	Supported.
164	Refuted.
165	Supported.
166	Supported.
167	Refuted.
168	Supported.
169	supported
170	Supported.
171	Supported.
172	Supported.
173	Refuted.
174	Supported.
175	Supported.
176	Supported.
177	Supported.
178	Supported.
179	Supported.
180	Refuted
181	Supported.
182	Supported.
183	Refuted.
184	refuted
185	Supported.
186	Refuted.
187	Refuted.
188	Supported.
189	Supported.
190	supported
191	Supported.
192	Supported.
193	Supported.
194	supported
195	Supported.
196	Supported.
197	Supported.
198	Supported.
199	Supported.
200	Supported.
201	Supported.
202	Supported.
203	Refuted.
204	Refuted.
205	Supported.
206	Refuted.
207	Refuted.
208	Refuted.
209	Refuted.
210	Supported.
211	Supported.
212	Supported.
213	Refuted
214	Refuted.
215	Supported.
216	Supported.
217	Refuted.
218	Supported.
219	Supported.
220	Supported.
221	Supported.
222	Refuted.
223	Supported.
224	Refuted.
225	Refuted.
226	Refuted.
227	Refuted.
228	Supported
229	Refuted.
230	Supported.
231	Supported.
232	Supported.
233	Supported.
234	refuted
235	Supported.
236	Supported.
237	Supported.
238	Supported.
239	Supported.
240	Supported.
241	Supported.
242	Supported.
243	Supported.
244	Refuted.
245	Refuted.
246	Refuted.
247	Refuted.
248	Supported.
249	Supported.
250	Refuted.
251	Supported.
252	Supported.
253	Supported.
254	Supported.
255	Supported.
256	Supported.
257	Supported.
258	Supported.
259	Supported.
260	Partially supported.
261	Supported.
262	Refuted.
263	Refuted.
264	Refuted.
265	Refuted.
266	Supported.
267	Refuted.
268	refuted
269	Supported.
270	Refuted.
271	Supported.
272	Supported.
273	Supported.
274	Supported.
275	Refuted.
276	Supported.
277	Supported.
278	Supported.
279	Supported.
280	Supported.
281	Supported.
282	Supported.
283	Refuted.
284	Supported.
285	Supported.
286	Supported.
287	Refuted.
288	Supported.
289	Supported.
290	Supported.
291	Supported.
292	Supported.
293	Refuted.
294	Supported.
295	Refuted.
296	Supported.
297	Supported.
298	Refuted.
299	Refuted.
300	Refuted.
301	Refuted.
302	Supported.
303	Supported.
304	Supported.
305	Refuted.
306	Supported.
307	Refuted
308	Supported.
309	Supported.
310	Refuted.
311	Supported.
312	Supported.
313	Refuted.
314	Refuted.
315	Refuted.
316	Supported.
317	Supported.
318	Supported.
319	Supported.
320	Supported.
321	Supported.
322	Refuted
323	Refuted.
324	Supported.
325	Refuted.
326	Supported.
327	Supported.
328	Supported.
329	Supported.
330	Supported.
331	Supported.
332	Refuted.
333	Refuted.
334	Refuted
335	Refuted.
336	Refuted.
337	Supported.
338	Supported.
339	Supported.
340	Supported.
341	Supported.
342	supported
343	Supported.
344	Refuted.
345	Refuted.
346	Supported.
347	Supported.
348	Supported.
349	Supported.
350	Supported.
351	Supported.
352	Refuted.
353	Refuted.
354	Supported.
355	Supported.
356	Supported.
357	Supported
358	Supported.
359	refuted
360	Supported.
361	Refuted.
362	Supported.
363	Supported.
364	refuted
365	Refuted.
366	Supported.
367	Supported
368	Supported.
369	Supported.
370	Supported.
371	Refuted.
372	Supported.
373	Supported.
374	Refuted.
375	Refuted
376	Supported.
377	Supported.
378	Supported.
379	Supported.
380	Supported.
381	Refuted.
382	Refuted.
383	Refuted.
384	Refuted.
385	Refuted.
386	Refuted.
387	Supported.
388	Refuted.
389	Supported.
390	Supported.
391	Refuted.
392	Supported.
393	Supported.
394	Supported.
395	Refuted.
396	Supported.
397	Supported.
398	Supported.
399	Refuted.
400	Refuted.
401	Refuted.
402	Supported.
403	Supported.
404	Supported.
405	refuted
406	supported
407	supported
408	Supported.
409	supported
410	supported
411	Refuted.
412	refuted
413	Refuted.
414	Refuted.
415	Refuted.
416	Supported.
417	Supported.
418	Supported.
419	Supported.
420	Supported.
421	Supported.
422	Supported.
423	Supported.
424	Supported.
425	Supported.
426	Supported.
427	Supported
428	Refuted.
429	Supported.
430	Supported.
431	Supported.
432	Supported.
433	Refuted.
434	Supported.
435	Supported.
436	Supported.
437	Supported.
438	Supported.
439	Supported.
440	Refuted.
441	Supported.
442	Supported.
443	supported
444	Supported.
445	refuted
446	Supported.
447	Supported.
448	Supported.
449	Supported
450	Supported.
451	Refuted.
452	Supported.
453	Supported.
454	Supported.
455	Refuted.
456	Refuted.
457	Supported.
458	Refuted.
459	Refuted.
460	Supported.
461	Refuted.
462	Refuted.
463	Supported.
464	Refuted.
465	Refuted.
466	Supported.
467	Supported.
468	Supported.
469	Supported.
470	Refuted.
471	Supported.
472	Supported.
473	Refuted
474	Refuted.
475	Refuted.
476	Supported.
477	supported.
478	Supported.
479	Supported.
480	Supported.
481	Supported.
482	Supported.
483	Supported.
484	Supported.
485	Supported.
486	Supported.
487	Supported.
488	Supported.
489	Refuted.
490	Refuted.
491	Supported.
492	Supported.
493	Refuted.
494	Refuted.
495	Supported.
496	Supported.
497	Supported.
498	supported
499	Supported.
500	Refuted.
501	Supported.
502	Supported.
503	Supported.
504	Supported.
505	Supported.
506	Supported.
507	Supported.
508	Supported.
509	Supported.
510	Supported.
511	Refuted.
512	Supported.
513	Refuted.
514	Refuted.
515	Refuted.
516	Supported.
517	Supported.
518	Refuted.
519	Refuted.
520	Refuted.
521	Supported.
522	Refuted.
523	Refuted.
524	Refuted.
525	Supported.
526	Supported.
527	Supported.
528	Supported.
529	Refuted.
530	Supported.
531	Refuted.
532	Refuted.
533	Supported.
534	Supported.
535	Supported.
536	Supported.
537	Supported.
538	Supported.
539	Supported.
540	Supported.
541	Supported.
542	Refuted.
543	Refuted.
544	Supported.
545	Refuted.
546	Refuted
547	Refuted.
548	Supported.
549	Supported.
550	Supported.
551	Refuted.
552	refuted
553	Supported.
554	Refuted.
555	Refuted
556	Supported.
557	Refuted.
558	Refuted
559	Refuted.
560	Supported.
561	Supported.
562	Refuted.
563	Refuted.
564	Refuted
565	Refuted.
566	Supported.
567	Refuted.
568	Supported.
569	Supported.
570	Supported.
571	Refuted.
572	Refuted.
573	Supported.
574	Supported.
575	Supported.
576	Supported.
577	Supported.
578	Supported.
579	Supported.
580	Supported.
581	Supported.
582	Supported.
583	Supported.
584	Supported.
585	Supported.
586	Supported.
587	Supported.
588	Supported.
589	Refuted
590	Supported.
591	Refuted.
592	Supported.
593	Supported.
594	Refuted.
595	Supported.
596	Supported.
597	Supported.
598	Refuted.
599	Refuted.
600	Refuted.
601	Supported.
602	Supported.
603	Refuted.
604	Refuted.
605	Refuted.
606	Supported.
607	supported
608	Supported.
609	Supported.
610	Refuted.
611	Refuted.
612	Refuted.
613	Supported.
614	Refuted
615	Refuted.
616	Supported.
617	Supported.
618	Supported.
619	Supported.
620	Refuted.
621	Refuted.
622	Supported.
623	Refuted.
624	Supported.
625	Refuted.
626	Supported.
627	Supported.
628	Supported.
629	Supported.
630	Supported.
631	Supported.
632	Supported.
633	Supported.
634	Supported.
635	Supported.
636	Supported.
637	Supported.
638	Supported.
639	Supported.
640	Refuted.
641	Supported.
642	Supported.
643	Refuted.
644	Supported.
645	Refuted.
646	Supported.
647	Supported.
648	Refuted.
649	Supported.
650	Refuted.
651	Refuted.
652	Refuted.
653	Refuted.
654	Supported.
655	Supported.
656	Supported.
657	Supported.
658	Supported.
659	Supported.
660	Refuted.
661	supported
662	Supported.
663	Supported.
664	Supported.
665	supported
666	Supported.
667	Supported.
668	Refuted.
669	Supported.
670	Refuted.
671	Refuted.
672	Refuted.
673	Refuted.
674	Supported.
675	Refuted
676	Refuted.
677	Supported.
678	Supported.
679	Supported.
680	Refuted.
681	Refuted
682	Supported.
683	Refuted.
684	Supported.
685	Supported.
686	Supported.
687	Supported.
688	Refuted.
689	Refuted.
690	Supported
691	Refuted.
692	Refuted.
693	Refuted.
694	Refuted.
695	Supported.
696	Supported.
697	Supported.
698	Supported.
699	Refuted.
700	Refuted.
701	Supported.
702	Refuted.
703	Supported.
704	Supported.
705	Supported.
706	Supported.
707	Supported.
708	Supported.
709	Supported.
710	Refuted.
711	Supported.
712	Refuted.
713	Supported
714	supported
715	refuted
716	Supported.
717	Refuted
718	Supported.
719	refuted
720	refuted
721	Supported.
722	Refuted.
723	Supported.
724	Supported
725	Refuted.
726	Supported.
727	Supported.
728	supported
729	Refuted.
730	Supported.
731	Supported.
732	Refuted.
733	Supported.
734	Supported
735	Supported.
736	Supported.
737	Supported.
738	Refuted.
739	Refuted.
740	Refuted.
741	Supported.
742	Refuted.
743	Refuted
744	Supported.
745	Supported.
746	Refuted.
747	Supported.
748	Supported.
749	Refuted.
750	Supported.
751	Refuted.
752	Refuted.
753	Refuted.
754	Supported.
755	Supported.
756	Supported.
757	Supported.
758	Supported.
759	Supported.
760	Supported.
761	Supported.
762	Supported.
763	Refuted.
764	Supported.
765	Supported.
766	Supported.
767	Supported.
768	Supported.
769	Supported.
770	Refuted.
771	Refuted.
772	Refuted.
773	Supported.
774	Supported.
775	Supported.
776	Refuted.
777	Supported.
778	Refuted.
779	Supported.
780	Supported.
781	Supported.
782	Supported.
783	Refuted
784	Supported.
785	Supported.
786	Supported.
787	Refuted.
788	Supported.
789	Refuted.
790	Supported.
791	Supported.
792	Refuted.
793	Refuted.
794	Refuted.
795	Supported.
796	Refuted.
797	Supported.
798	Refuted.
799	Supported.
800	Supported.
801	Supported.
802	Supported.
803	Supported.
804	Supported.
805	Supported.
806	Supported.
807	Supported.
808	Refuted.
809	Supported.
810	Refuted.
811	supported
812	Refuted.
813	Supported.
814	Supported.
815	Supported.
816	Supported.
817	Supported.
818	Supported.
819	Refuted.
820	Refuted.
821	Supported.
822	Refuted.
823	Supported.
824	Supported
825	Supported.
826	Supported.
827	Refuted.
828	Refuted
829	Supported.
830	Refuted.
831	supported
832	Refuted.
833	Supported.
834	Supported.
835	Supported.
836	Supported.
837	Refuted.
838	Supported.
839	Supported.
840	Refuted.
841	Supported.
842	Supported.
843	refuted
844	Supported.
845	Supported.
846	Refuted.
847	Supported.
848	Refuted.
849	Refuted.
850	Supported.
851	Supported.
852	Supported.
853	Supported.
854	Supported.
855	Supported.
856	Supported.
857	Supported.
858	Supported.
859	Refuted.
860	Supported.
861	Supported.
862	Refuted.
863	Supported.
864	Supported.
865	supported
866	Supported.
867	refuted
868	Supported
869	supported
870	Refuted.
871	Supported.
872	Supported.
873	Refuted.
874	Supported.
875	Supported.
876	Refuted
877	Supported.
878	Refuted.
879	Supported.
880	Supported.
881	Supported.
882	Supported.
883	Supported.
884	Supported.
885	Supported.
886	supported
887	Supported.
888	Supported.
889	Supported.
890	refuted
891	supported.
